MatchClubPlayerID,PlayerID,PlayerTypeID,MatchID,ClubID,SubstitutedForPlayer,SubstitutionTime,Played
455,75577,2,692714,1,,,0
456,304154,3,692714,1,,,0
457,254291,4,692714,1,,,0
458,240783,3,692714,1,,,0
459,304153,2,692714,1,,,0
460,308892,2,692714,1,,,0
461,274002,2,692714,21,,,0
462,313068,1,692714,21,,,0
463,233813,3,692714,21,,,0
464,379938,1,692714,21,,,0
465,271536,2,692714,21,,,0
466,246855,3,692714,21,,,0
467,333746,1,692714,21,,,0
468,175906,4,692715,27,,,1
469,319055,3,692715,27,67671.0,84',1
470,217009,3,692715,27,,,1
471,281323,3,692715,27,,,1
472,252749,3,692715,27,,,1
473,266026,2,692715,27,318536.0,61',1
474,289938,2,692715,27,308772.0,84',1
475,220478,2,692715,27,,,1
476,150409,1,692715,27,252831.0,90',1
477,338135,2,692715,27,,,1
478,272154,2,692715,27,356979.0,61',1
479,183780,4,692715,2,,,1
480,238438,3,692715,2,,,1
481,241859,3,692715,2,,,1
482,304696,3,692715,2,259805.0,78',1
483,231047,3,692715,2,,,1
484,195334,2,692715,2,,,1
485,316077,2,692715,2,,,1
486,158329,2,692715,2,,,1
487,162946,1,692715,2,,,1
488,304535,2,692715,2,182610.0,83',1
489,216183,1,692715,2,178062.0,66',1
490,178054,4,692715,27,,,0
491,261518,2,692715,27,,,0
492,291551,3,692715,27,,,0
493,171547,2,692715,2,,,0
494,249729,4,692715,2,,,0
495,171628,3,692715,2,,,0
496,219091,2,692715,2,,,0
497,156394,3,692715,2,,,0
498,159382,4,692703,22,,,1
499,249756,3,692703,22,,,1
500,168478,3,692703,22,,,1
501,235873,3,692703,22,,,1
502,302672,3,692703,22,171513.0,67',1
503,86436,2,692703,22,,,1
504,290715,2,692703,22,228578.0,45',1
505,71042,2,692703,22,,,1
506,202539,1,692703,22,257619.0,50',1
507,129395,1,692703,22,187782.0,83',1
508,315294,1,692703,22,285201.0,67',1
509,43372,4,692703,12,,,1
510,201103,3,692703,12,,,1
511,197050,3,692703,12,,,1
512,183758,3,692703,12,,,1
513,218252,3,692703,12,136124.0,63',1
514,150185,2,692703,12,75574.0,63',1
515,241473,2,692703,12,,,1
516,231192,2,692703,12,,,1
517,287841,2,692703,12,,,1
518,213304,1,692703,12,,,1
519,124439,1,692703,12,340613.0,86',1
520,98448,3,692703,22,,,0
521,273399,1,692703,22,,,0
522,231057,2,692703,22,,,0
523,127512,2,692703,12,,,0
524,127512,3,692703,12,,,0
525,228348,4,692703,12,,,0
526,199904,3,692703,12,,,0
527,312610,1,692703,12,,,0
528,304169,3,692703,12,,,0
529,303555,4,692708,15,,,1
530,236890,3,692708,15,,,1
531,292011,3,692708,15,,,1
532,231066,3,692708,15,,,1
533,87387,2,692708,15,,,1
534,274296,2,692708,15,,,1
535,237164,3,692708,15,139703.0,63',1
536,251864,3,692708,15,,,1
537,263095,1,692708,15,172688.0,26',1
538,222765,1,692708,15,,,1
539,302238,2,692708,15,237957.0,85',1
540,184960,4,692708,4,,,1
541,187273,3,692708,4,,,1
542,296216,3,692708,4,201354.0,72',1
543,249768,3,692708,4,,,1
544,279180,2,692708,4,214446.0,89',1
545,275106,2,692708,4,362895.0,78',1
546,199958,2,692708,4,,,1
547,276305,1,692708,4,,,1
548,183778,3,692708,4,,,1
549,260212,1,692708,4,220573.0,72',1
550,171673,1,692708,4,,,1
551,324044,3,692708,15,,,0
552,261401,3,692708,15,,,0
553,252607,4,692708,15,,,0
554,311165,2,692708,15,,,0
555,315919,1,692708,15,,,0
556,356926,2,692708,4,,,0
557,242975,4,692708,4,,,0
558,159296,3,692708,4,,,0
559,294215,3,692708,4,,,0
560,286803,3,692708,4,,,0
561,221408,4,692705,6,,,1
562,319014,2,692705,6,,,1
563,159461,3,692705,6,,,1
564,172923,3,692705,6,,,1
565,252825,3,692705,6,,,1
566,84036,2,692705,6,195532.0,67',1
567,282755,2,692705,6,,,1
568,7567,2,692705,6,,,1
569,241544,1,692705,6,5289.0,80',1
570,340596,1,692705,6,,,1
571,312976,1,692705,6,203304.0,90'+2',1
572,141316,4,692705,28,,,1
573,140531,3,692705,28,,,1
574,337361,3,692705,28,,,1
575,227734,3,692705,28,318514.0,79',1
576,279758,2,692705,28,319389.0,71',1
577,359272,2,692705,28,298072.0,77',1
578,217254,2,692705,28,,,1
579,252562,3,692705,28,302060.0,45',1
580,180956,1,692705,28,,,1
581,184221,2,692705,28,,,1
582,298071,1,692705,28,275798.0,45',1
583,331314,1,692705,6,,,0
584,6746,4,692705,6,,,0
585,286759,2,692705,6,,,0
586,246371,2,692705,6,,,0
587,318153,3,692705,6,,,0
588,322064,2,692705,6,,,0
589,371481,2,692705,28,,,0
590,294040,4,692705,28,,,0
