,PlayerID,PlayerTypeID,ClubID,DateStarted
13479,252562,3,28,2021-01-01
13505,340123,3,28,2021-01-01
13508,317467,2,28,2021-01-01
13510,359272,2,28,2021-01-01
13523,359270,2,28,2021-01-01
13526,348318,1,28,2021-01-01
13529,275798,1,28,2021-01-01
13532,297108,2,28,2021-01-01
13533,212226,2,28,2021-01-01
13535,286523,3,29,2021-01-01
13561,193452,3,29,2021-01-01
13565,288980,3,29,2021-01-01
13580,116662,2,29,2021-01-01
13583,277302,2,29,2021-01-01
13595,340229,2,29,2021-01-01
13596,288145,2,29,2021-01-01
13597,327126,1,29,2021-01-01
13604,127512,3,19,2021-01-01
13626,294039,1,14,2021-01-01
13628,294874,3,5,2021-01-01
13649,56935,4,1,2021-01-01
13677,183780,4,2,2021-01-01
13711,233049,4,10,2021-01-01
13742,253495,4,15,2021-01-01
13754,303555,4,15,2021-01-01
13787,257619,4,15,2021-01-01
13811,240785,4,3,2021-01-01
13842,303693,4,3,2021-01-01
13873,184300,4,14,2021-01-01
13904,174703,4,7,2021-01-01
13927,127444,4,5,2021-01-01
13930,171562,4,5,2021-01-01
13962,217514,4,9,2021-01-01
13996,184960,4,4,2021-01-01
14029,156197,4,8,2021-01-01
14062,16151,4,10,2021-01-01
14095,150070,4,13,2021-01-01
14110,245083,4,13,2021-01-01
14144,159382,4,12,2021-01-01
14155,184786,4,28,2021-01-01
14183,217162,4,12,2021-01-01
14217,219661,4,9,2021-01-01
14244,256401,4,14,2021-01-01
14268,231059,4,14,2021-01-01
14298,302906,4,14,2021-01-01
14302,156217,4,17,2021-01-01
14336,216999,4,16,2021-01-01
14370,141316,4,28,2021-01-01
14391,256444,4,19,2021-01-01
14426,215961,4,18,2021-01-01
14460,171660,4,18,2021-01-01
14493,150334,4,20,2021-01-01
14524,231193,4,20,2021-01-01
14559,220389,4,20,2021-01-01
14561,252974,4,19,2021-01-01
14596,172051,4,21,2021-01-01
14628,186943,4,21,2021-01-01
14656,277661,4,22,2021-01-01
14671,237259,4,22,2021-01-01
14696,157111,4,23,2021-01-01
14728,242928,4,25,2021-01-01
14760,254233,4,2,2021-01-01
14788,286424,4,6,2021-01-01
14807,131979,4,24,2021-01-01
14839,249729,4,24,2021-01-01
14872,272505,4,26,2021-01-01
14902,159476,4,26,2021-01-01
14922,146468,4,26,2021-01-01
14939,220434,4,28,2021-01-01
14945,262728,4,29,2021-01-01
14963,297379,4,2,2021-01-01
14969,221408,4,6,2021-01-01
14995,255097,4,6,2021-01-01
15020,290347,4,9,2021-01-01
15032,315972,4,4,2021-01-01
15066,316369,4,8,2021-01-01
15067,238919,4,8,2021-01-01
15098,336586,4,10,2021-01-01
15102,265874,4,13,2021-01-01
15122,246389,4,17,2021-01-01
15156,249746,4,18,2021-01-01
15157,273249,4,16,2021-01-01
15166,289824,4,16,2021-01-01
15189,316317,4,20,2021-01-01
15191,6746,4,22,2021-01-01
15220,218207,4,23,2021-01-01
15228,303277,4,25,2021-01-01
15236,305783,4,29,2021-01-01
15253,85074,4,1,2021-01-01
15287,313969,4,3,2021-01-01
15294,238233,4,7,2021-01-01
15323,275080,4,5,2021-01-01
15356,242975,4,4,2021-01-01
15359,322058,4,11,2021-01-01
15375,71067,4,12,2021-01-01
15381,228348,4,12,2021-01-01
15385,296166,4,17,2021-01-01
15387,157206,4,16,2021-01-01
15388,361005,4,16,2021-01-01
15391,296946,4,21,2021-01-01
15400,304625,4,23,2021-01-01
15428,243832,4,25,2021-01-01
15455,271850,4,24,2021-01-01
15456,175906,4,27,2021-01-01
15490,178054,4,27,2021-01-01
15524,294040,4,28,2021-01-01
15538,272338,4,29,2021-01-01
15572,268173,4,24,2021-01-01
