,PlayerID,PlayerTypeID,ClubID,DateStarted
4345,297380,3,19,2021-01-01
4373,153289,2,19,2021-01-01
4387,70624,2,19,2021-01-01
4391,297381,2,19,2021-01-01
4412,268192,2,19,2021-01-01
4443,285383,2,19,2021-01-01
4470,144012,1,19,2021-01-01
4472,148320,1,24,2021-01-01
4493,83178,1,19,2021-01-01
4522,288930,1,19,2021-01-01
4544,235594,2,19,2021-01-01
4546,182014,3,18,2021-01-01
4574,252481,3,18,2021-01-01
4593,242942,3,18,2021-01-01
4609,230822,3,18,2021-01-01
4640,270302,3,18,2021-01-01
4664,201103,3,12,2021-01-01
4685,279290,3,18,2021-01-01
4712,283228,2,18,2021-01-01
4735,181028,2,18,2021-01-01
4739,260887,2,18,2021-01-01
4757,315924,2,18,2021-01-01
4774,252818,2,18,2021-01-01
4797,271244,2,18,2021-01-01
4813,249926,1,18,2021-01-01
4833,251864,3,9,2021-01-01
4851,147256,3,20,2021-01-01
4883,255476,3,20,2021-01-01
4913,236641,3,20,2021-01-01
4938,196842,3,20,2021-01-01
4960,17478,3,20,2021-01-01
4972,140468,2,20,2021-01-01
5000,203304,2,20,2021-01-01
5004,259199,2,19,2021-01-01
5012,259199,2,21,2021-01-01
5027,252812,3,21,2021-01-01
5052,233813,3,21,2021-01-01
5085,234962,3,21,2021-01-01
5117,246855,3,21,2021-01-01
5146,286778,3,21,2021-01-01
5174,261317,3,21,2021-01-01
5203,304135,3,2,2021-01-01
5211,304135,3,21,2021-01-01
5217,257844,2,21,2021-01-01
5248,287014,2,21,2021-01-01
5270,134066,2,21,2021-01-01
5296,303512,2,21,2021-01-01
5313,271536,2,21,2021-01-01
5330,307491,2,21,2021-01-01
5353,304130,2,21,2021-01-01
5366,262566,1,21,2021-01-01
5394,227598,1,18,2021-01-01
5405,235873,3,22,2021-01-01
5435,188305,3,22,2021-01-01
5466,302907,3,22,2021-01-01
5493,159461,3,6,2021-01-01
5515,288792,2,22,2021-01-01
5524,98448,3,22,2021-01-01
5545,76914,2,22,2021-01-01
5551,231057,2,22,2021-01-01
5557,71042,2,22,2021-01-01
5585,228578,2,22,2021-01-01
5607,197425,2,22,2021-01-01
5617,252944,2,22,2021-01-01
5636,202539,1,22,2021-01-01
5644,233266,2,22,2021-01-01
5652,171513,1,22,2021-01-01
5668,285201,1,22,2021-01-01
5698,235485,3,23,2021-01-01
5725,203329,3,23,2021-01-01
5756,304374,3,23,2021-01-01
5760,256210,3,15,2021-01-01
5778,88374,3,23,2021-01-01
5800,228390,2,23,2021-01-01
5816,189531,2,23,2021-01-01
5836,156215,2,6,2021-01-01
5849,156215,2,23,2021-01-01
5853,183792,2,23,2021-01-01
5868,172605,2,23,2021-01-01
5887,295620,2,23,2021-01-01
5906,205657,2,23,2021-01-01
5922,199822,1,23,2021-01-01
5935,256450,1,23,2021-01-01
5951,229876,3,25,2021-01-01
5972,231150,3,25,2021-01-01
5997,200839,3,25,2021-01-01
6013,73200,2,25,2021-01-01
6047,251806,2,25,2021-01-01
6078,246337,2,25,2021-01-01
6097,182138,2,14,2021-01-01
6107,182138,2,17,2021-01-01
6113,227441,2,25,2021-01-01
6138,201581,2,25,2021-01-01
6149,251805,1,25,2021-01-01
6183,302893,1,25,2021-01-01
6194,285698,1,25,2021-01-01
6214,252825,3,6,2021-01-01
6243,113752,3,6,2021-01-01
6270,163238,3,6,2021-01-01
6284,240232,2,6,2021-01-01
6306,230239,2,6,2021-01-01
6310,225606,1,6,2021-01-01
6324,204067,3,24,2021-01-01
6340,252474,3,24,2021-01-01
6363,256514,3,24,2021-01-01
6391,206682,3,24,2021-01-01
6424,141815,3,24,2021-01-01
6434,201606,2,24,2021-01-01
6464,216617,2,24,2021-01-01
6478,105957,2,24,2021-01-01
6506,171573,2,24,2021-01-01
6536,304120,2,24,2021-01-01
6550,171650,2,24,2021-01-01
6562,300110,2,24,2021-01-01
6588,268173,2,24,2021-01-01
6592,290589,2,24,2021-01-01
6605,318554,2,24,2021-01-01
6621,280765,2,7,2021-01-01
6634,280765,2,24,2021-01-01
6638,277851,2,24,2021-01-01
6656,158640,1,24,2021-01-01
6670,70745,2,24,2021-01-01
6689,210252,1,24,2021-01-01
6712,156324,2,2,2021-01-01
6728,201324,3,16,2021-01-01
6744,201324,3,26,2021-01-01
6748,135294,3,26,2021-01-01
6777,132374,2,26,2021-01-01
6790,306544,3,26,2021-01-01
6793,162768,2,11,2021-01-01
6816,288714,2,26,2021-01-01
6826,117713,2,26,2021-01-01
6844,252999,2,26,2021-01-01
6860,290355,2,26,2021-01-01
6871,183615,2,26,2021-01-01
6900,100525,1,26,2021-01-01
6921,136135,1,26,2021-01-01
6948,216998,1,26,2021-01-01
6962,233050,1,26,2021-01-01
6995,230626,3,29,2021-01-01
7007,230626,3,28,2021-01-01
7025,131466,2,11,2021-01-01
7043,175083,3,28,2021-01-01
7064,41952,2,28,2021-01-01
7082,237002,2,16,2021-01-01
7093,237002,2,28,2021-01-01
7114,184221,2,28,2021-01-01
7136,302060,1,28,2021-01-01
7157,266022,1,25,2021-01-01
7160,266022,1,28,2021-01-01
7172,286214,1,17,2021-01-01
7190,280615,1,28,2021-01-01
7204,232367,2,28,2021-01-01
7212,302798,3,29,2021-01-01
7244,256476,3,29,2021-01-01
7273,167862,3,29,2021-01-01
7292,257622,3,29,2021-01-01
7316,252831,3,27,2021-01-01
7344,295771,2,29,2021-01-01
7361,251800,2,5,2021-01-01
7370,251800,2,29,2021-01-01
7386,173404,2,29,2021-01-01
7417,295727,2,29,2021-01-01
7441,297116,2,29,2021-01-01
7443,157071,2,29,2021-01-01
7466,297150,2,29,2021-01-01
7490,266579,1,29,2021-01-01
7494,222678,1,9,2021-01-01
7506,222678,1,29,2021-01-01
7511,249490,1,29,2021-01-01
7541,263224,3,1,2021-01-01
7572,304152,3,1,2021-01-01
7601,267206,3,1,2021-01-01
7612,319441,3,1,2021-01-01
7624,277208,2,1,2021-01-01
7656,285358,2,1,2021-01-01
7661,286803,3,2,2021-01-01
7669,219091,2,2,2021-01-01
7692,178062,2,2,2021-01-01
7717,261401,3,15,2021-01-01
7744,292944,1,15,2021-01-01
7750,75574,1,3,2021-01-01
7768,288478,2,6,2021-01-01
7783,254142,3,6,2021-01-01
7793,156506,3,6,2021-01-01
7825,312130,3,6,2021-01-01
7854,275984,2,6,2021-01-01
7858,246371,2,6,2021-01-01
7890,288060,2,6,2021-01-01
7907,291746,2,6,2021-01-01
7919,235672,1,6,2021-01-01
7936,220851,1,6,2021-01-01
7967,340596,1,6,2021-01-01
7989,221602,3,3,2021-01-01
8018,319024,3,3,2021-01-01
8038,136775,2,3,2021-01-01
8061,249278,1,3,2021-01-01
8071,329628,1,3,2021-01-01
8086,293831,1,3,2021-01-01
8087,281323,3,27,2021-01-01
8095,281323,3,7,2021-01-01
8104,287768,2,7,2021-01-01
8112,148306,2,26,2021-01-01
8118,178754,2,7,2021-01-01
8144,159502,3,5,2021-01-01
8155,334227,3,5,2021-01-01
8162,254299,3,5,2021-01-01
8173,317021,3,5,2021-01-01
8198,173386,2,5,2021-01-01
8221,293826,2,5,2021-01-01
8251,296221,2,5,2021-01-01
8269,336809,1,5,2021-01-01
8296,297121,1,5,2021-01-01
8309,276138,3,9,2021-01-01
8323,153510,3,9,2021-01-01
8342,337023,3,9,2021-01-01
8353,220478,2,9,2021-01-01
8380,333740,2,2,2021-01-01
8389,324048,2,9,2021-01-01
8402,288873,2,9,2021-01-01
8415,340690,1,9,2021-01-01
8428,183154,1,9,2021-01-01
8441,106957,1,9,2021-01-01
8473,187273,3,4,2021-01-01
8500,171677,3,4,2021-01-01
8520,296216,3,4,2021-01-01
8546,275106,2,4,2021-01-01
8576,180468,2,4,2021-01-01
8603,331611,3,8,2021-01-01
8604,333699,3,27,2021-01-01
8624,280931,2,8,2021-01-01
8635,318373,1,8,2021-01-01
8653,286516,1,8,2021-01-01
8681,232755,2,10,2021-01-01
8696,314952,3,10,2021-01-01
8727,146866,2,10,2021-01-01
8757,329364,2,10,2021-01-01
8777,88455,1,10,2021-01-01
8790,211678,2,17,2021-01-01
8810,287792,2,10,2021-01-01
8811,323247,1,10,2021-01-01
8834,321918,1,10,2021-01-01
8849,183778,3,13,2021-01-01
8874,257114,3,13,2021-01-01
8900,307210,3,13,2021-01-01
8912,200139,3,21,2021-01-01
8934,316344,3,13,2021-01-01
8953,319038,3,13,2021-01-01
8974,198531,2,13,2021-01-01
8984,237823,2,13,2021-01-01
9001,177550,1,13,2021-01-01
9013,284834,1,13,2021-01-01
9030,103029,3,11,2021-01-01
9046,303469,3,11,2021-01-01
9061,96526,2,11,2021-01-01
9072,156228,2,11,2021-01-01
9094,270611,2,11,2021-01-01
9123,127502,2,11,2021-01-01
9139,295339,1,11,2021-01-01
9149,199690,3,10,2021-01-01
9175,24836,3,12,2021-01-01
9194,213304,1,12,2021-01-01
9222,260554,2,14,2021-01-01
9237,48484,1,14,2021-01-01
9245,287784,1,14,2021-01-01
9274,267611,1,14,2021-01-01
9291,219275,3,17,2021-01-01
9322,246392,3,16,2021-01-01
9330,287368,2,16,2021-01-01
9337,317465,2,16,2021-01-01
9360,231574,2,16,2021-01-01
9369,250685,1,16,2021-01-01
9385,325410,1,16,2021-01-01
9407,185792,3,19,2021-01-01
9432,334151,3,19,2021-01-01
9435,45702,3,19,2021-01-01
9450,304350,2,19,2021-01-01
9468,276287,1,19,2021-01-01
9489,254450,1,19,2021-01-01
9513,252382,2,18,2021-01-01
9536,273178,2,18,2021-01-01
9539,304164,2,18,2021-01-01
9567,215818,2,18,2021-01-01
9590,307660,1,18,2021-01-01
9613,270302,1,18,2021-01-01
9637,308083,1,18,2021-01-01
9638,248276,3,20,2021-01-01
9641,316325,3,20,2021-01-01
9644,181558,2,20,2021-01-01
9672,250448,2,20,2021-01-01
9702,291218,2,20,2021-01-01
9734,67518,2,20,2021-01-01
9764,296749,1,27,2021-01-01
9789,302234,1,20,2021-01-01
9806,313025,2,21,2021-01-01
9812,203926,1,21,2021-01-01
9839,333746,1,21,2021-01-01
9856,333735,3,22,2021-01-01
9876,302672,3,22,2021-01-01
9904,290715,2,22,2021-01-01
9907,336548,1,22,2021-01-01
9920,303077,1,22,2021-01-01
9922,273399,1,22,2021-01-01
9933,147197,3,23,2021-01-01
9954,148356,2,23,2021-01-01
9971,308969,2,23,2021-01-01
9993,265977,2,23,2021-01-01
10015,202714,1,29,2021-01-01
10026,177219,1,23,2021-01-01
10048,333728,2,25,2021-01-01
10052,236882,3,25,2021-01-01
10086,156342,3,25,2021-01-01
10113,333752,2,25,2021-01-01
10125,333672,1,25,2021-01-01
10136,300420,1,25,2021-01-01
10144,254383,3,24,2021-01-01
10177,259111,2,24,2021-01-01
10186,303521,3,26,2021-01-01
10210,259925,3,26,2021-01-01
10230,286760,2,26,2021-01-01
10260,199926,2,26,2021-01-01
10292,313069,1,26,2021-01-01
10302,305498,1,26,2021-01-01
10314,334716,3,17,2021-01-01
10328,334716,3,28,2021-01-01
10336,271816,2,20,2021-01-01
10349,319389,2,28,2021-01-01
10367,317468,2,28,2021-01-01
10380,152732,1,8,2021-01-01
10391,180956,1,28,2021-01-01
10422,139028,1,28,2021-01-01
10440,298071,1,28,2021-01-01
10462,319427,1,28,2021-01-01
10473,340228,3,29,2021-01-01
10489,318352,3,29,2021-01-01
10494,203868,2,29,2021-01-01
10517,202501,2,29,2021-01-01
10544,208341,1,29,2021-01-01
10560,215441,3,1,2021-01-01
10586,255802,2,1,2021-01-01
10595,221128,2,1,2021-01-01
10601,219188,2,1,2021-01-01
10609,304153,2,1,2021-01-01
10624,284636,2,1,2021-01-01
10626,239525,1,1,2021-01-01
10647,303508,1,1,2021-01-01
10665,308892,2,1,2021-01-01
10666,237958,3,2,2021-01-01
10687,254438,3,2,2021-01-01
10688,318486,2,2,2021-01-01
10696,26703,2,2,2021-01-01
10697,324044,3,15,2021-01-01
10705,311163,2,15,2021-01-01
10730,308788,2,15,2021-01-01
10745,72478,2,15,2021-01-01
10757,305060,2,15,2021-01-01
10774,323130,1,15,2021-01-01
10786,172923,3,6,2021-01-01
10794,316138,3,6,2021-01-01
10795,7567,2,6,2021-01-01
10825,195532,2,6,2021-01-01
10832,319014,2,6,2021-01-01
10850,286759,2,6,2021-01-01
10854,356108,2,6,2021-01-01
10862,84036,2,6,2021-01-01
10866,362678,2,6,2021-01-01
10867,241544,1,6,2021-01-01
10890,307924,1,6,2021-01-01
10892,5289,1,6,2021-01-01
10905,141584,3,3,2021-01-01
10934,310213,3,3,2021-01-01
10953,357792,3,3,2021-01-01
10955,319042,2,3,2021-01-01
10957,259951,2,3,2021-01-01
10979,293671,2,3,2021-01-01
10998,308847,2,3,2021-01-01
11007,304317,1,3,2021-01-01
11020,180719,3,7,2021-01-01
11053,207260,3,7,2021-01-01
11063,280510,3,7,2021-01-01
11083,66579,3,7,2021-01-01
11097,358975,3,7,2021-01-01
11111,282982,2,7,2021-01-01
11117,222453,2,7,2021-01-01
11150,277392,2,7,2021-01-01
11172,271847,2,7,2021-01-01
11173,297098,2,7,2021-01-01
11174,288791,1,7,2021-01-01
11184,296431,2,7,2021-01-01
11186,294874,2,5,2021-01-01
11207,264469,3,5,2021-01-01
11214,186444,3,5,2021-01-01
11234,239736,2,5,2021-01-01
11262,359542,2,5,2021-01-01
11287,235817,1,5,2021-01-01
11295,235061,1,5,2021-01-01
11314,316359,1,5,2021-01-01
11316,316340,1,5,2021-01-01
11317,238488,3,9,2021-01-01
11322,286802,3,9,2021-01-01
11328,138183,3,9,2021-01-01
11335,307475,2,9,2021-01-01
11345,158331,2,9,2021-01-01
11377,183810,2,9,2021-01-01
11396,185800,1,9,2021-01-01
11414,267996,1,9,2021-01-01
11419,315182,3,4,2021-01-01
11434,164756,3,4,2021-01-01
11451,301462,3,4,2021-01-01
11478,336999,3,4,2021-01-01
11485,363194,3,4,2021-01-01
11492,294215,3,4,2021-01-01
11501,172457,2,4,2021-01-01
11519,356926,2,4,2021-01-01
11532,353751,2,4,2021-01-01
11534,362895,2,4,2021-01-01
11542,260212,1,4,2021-01-01
11548,365045,1,4,2021-01-01
11549,314829,3,8,2021-01-01
11561,316366,3,8,2021-01-01
11566,357107,3,8,2021-01-01
11583,293833,3,8,2021-01-01
11589,356357,3,8,2021-01-01
11607,148614,2,8,2021-01-01
11614,252901,2,8,2021-01-01
11621,307221,1,8,2021-01-01
11626,302591,2,8,2021-01-01
11637,197354,1,8,2021-01-01
11640,249728,3,10,2021-01-01
11645,331605,3,10,2021-01-01
11648,75703,3,10,2021-01-01
11666,218058,3,10,2021-01-01
11684,270560,2,10,2021-01-01
11701,255910,2,10,2021-01-01
11727,294075,2,10,2021-01-01
11730,287464,2,10,2021-01-01
11738,287444,1,10,2021-01-01
11755,358595,3,13,2021-01-01
11766,121021,3,13,2021-01-01
11771,316269,3,13,2021-01-01
11778,151788,3,13,2021-01-01
11803,242613,3,13,2021-01-01
11819,364401,3,13,2021-01-01
11822,359239,3,13,2021-01-01
11824,144821,2,13,2021-01-01
11847,121893,2,13,2021-01-01
11857,192278,2,13,2021-01-01
11862,298592,2,13,2021-01-01
11872,313043,2,13,2021-01-01
11878,356358,2,13,2021-01-01
11901,229289,2,13,2021-01-01
11916,363215,2,13,2021-01-01
11922,45843,1,13,2021-01-01
11926,207232,1,13,2021-01-01
11951,319034,1,13,2021-01-01
11952,286781,1,13,2021-01-01
11961,16700,1,13,2021-01-01
11962,297050,3,11,2021-01-01
11981,105803,3,11,2021-01-01
11993,287252,3,11,2021-01-01
12005,89175,2,11,2021-01-01
12006,179237,1,11,2021-01-01
12035,293674,1,11,2021-01-01
12047,228380,2,12,2021-01-01
12078,218252,3,12,2021-01-01
12095,260440,3,12,2021-01-01
12104,364684,3,12,2021-01-01
12105,286719,3,12,2021-01-01
12119,231192,2,12,2021-01-01
12140,273790,2,12,2021-01-01
12158,287841,2,12,2021-01-01
12178,318882,2,12,2021-01-01
12180,275716,2,12,2021-01-01
12182,240553,1,12,2021-01-01
12187,319496,1,12,2021-01-01
12203,124439,1,12,2021-01-01
12210,340613,1,12,2021-01-01
12227,318918,1,12,2021-01-01
12228,69318,2,12,2021-01-01
12248,337030,3,14,2021-01-01
12256,233976,3,14,2021-01-01
12288,306874,3,14,2021-01-01
12295,311157,3,14,2021-01-01
12298,318912,3,14,2021-01-01
12299,361006,2,14,2021-01-01
12302,297256,1,14,2021-01-01
12313,127520,1,14,2021-01-01
12326,283264,3,17,2021-01-01
12338,227627,1,17,2021-01-01
12344,249699,2,16,2021-01-01
12352,326775,2,16,2021-01-01
12364,261168,1,16,2021-01-01
12374,357053,1,16,2021-01-01
12387,155529,1,16,2021-01-01
12410,227931,3,19,2021-01-01
12440,255259,3,19,2021-01-01
12450,328239,3,19,2021-01-01
12451,293702,2,19,2021-01-01
12465,321979,3,19,2021-01-01
12488,258855,2,19,2021-01-01
12512,271844,2,19,2021-01-01
12531,315381,1,19,2021-01-01
12541,335238,1,19,2021-01-01
12544,310827,1,19,2021-01-01
12549,289300,1,19,2021-01-01
12566,358682,2,19,2021-01-01
12568,303894,2,18,2021-01-01
12579,333700,2,18,2021-01-01
12589,342198,3,18,2021-01-01
12593,158185,3,18,2021-01-01
12594,280811,2,18,2021-01-01
12612,362458,2,18,2021-01-01
12614,362442,2,18,2021-01-01
12622,297831,2,18,2021-01-01
12623,341740,1,18,2021-01-01
12629,228431,1,18,2021-01-01
12637,288041,1,18,2021-01-01
12640,203974,3,20,2021-01-01
12672,309264,3,20,2021-01-01
12684,233401,2,20,2021-01-01
12700,325936,2,20,2021-01-01
12705,285939,2,20,2021-01-01
12721,313285,1,20,2021-01-01
12723,355365,2,20,2021-01-01
12726,309410,1,20,2021-01-01
12735,294071,1,20,2021-01-01
12756,288430,1,20,2021-01-01
12765,275160,1,20,2021-01-01
12770,351372,3,21,2021-01-01
12775,274002,2,21,2021-01-01
12795,313068,1,21,2021-01-01
12801,168478,3,22,2021-01-01
12811,362522,3,22,2021-01-01
12812,324966,3,22,2021-01-01
12814,86436,2,22,2021-01-01
12839,287449,2,22,2021-01-01
12841,362114,2,22,2021-01-01
12857,172680,1,22,2021-01-01
12875,315294,1,22,2021-01-01
12879,270238,3,23,2021-01-01
12906,330924,2,23,2021-01-01
12923,82716,2,23,2021-01-01
12934,296109,2,23,2021-01-01
12956,252540,2,23,2021-01-01
12960,288982,2,23,2021-01-01
12966,319083,2,23,2021-01-01
12967,286797,1,23,2021-01-01
12971,308961,1,23,2021-01-01
12979,374519,1,23,2021-01-01
12980,281494,3,25,2021-01-01
13000,187236,3,25,2021-01-01
13025,199963,2,25,2021-01-01
13050,357010,2,25,2021-01-01
13055,254386,2,25,2021-01-01
13071,310964,1,25,2021-01-01
13079,318518,2,24,2021-01-01
13081,294862,3,24,2021-01-01
13082,318520,3,24,2021-01-01
13092,296134,2,24,2021-01-01
13102,254382,1,24,2021-01-01
13109,195675,3,26,2021-01-01
13135,196978,3,26,2021-01-01
13147,294201,3,26,2021-01-01
13162,207894,2,26,2021-01-01
13183,294654,2,26,2021-01-01
13191,362459,1,26,2021-01-01
13205,67671,3,27,2021-01-01
13213,233046,3,27,2021-01-01
13238,319055,3,27,2021-01-01
13267,286944,2,27,2021-01-01
13289,289938,2,27,2021-01-01
13305,189505,2,27,2021-01-01
13330,338135,2,27,2021-01-01
13343,261518,2,27,2021-01-01
13367,272154,2,27,2021-01-01
13382,338133,2,27,2021-01-01
13396,316480,2,27,2021-01-01
13397,150409,1,27,2021-01-01
13411,318956,1,27,2021-01-01
13425,356979,1,27,2021-01-01
13428,227734,3,28,2021-01-01
13450,298072,3,28,2021-01-01
