MatchClubPlayerID,Saves,Fouls,YellowCards,RedCards
2843,0,0,0,0
2850,0,0,0,0
2853,6,0,0,0
2854,2,1,0,0
2878,0,0,0,0
2881,0,0,0,0
2885,7,0,0,0
2886,3,0,0,0
2910,0,0,0,0
2914,0,0,0,0
2916,4,0,0,0
2917,3,1,0,0
2939,0,0,0,0
2945,0,0,0,0
2949,6,0,0,0
2950,2,0,0,0
2972,0,0,0,0
2978,0,0,0,0
2980,2,0,0,0
2981,1,0,0,0
3002,0,0,0,0
3009,0,0,0,0
3011,6,0,0,0
3012,3,0,0,0
3035,0,0,0,0
3042,0,0,0,0
3044,1,0,0,0
3045,4,0,0,0
3070,0,0,0,0
3075,0,0,0,0
3077,5,0,0,0
3078,4,0,0,0
3103,0,0,0,0
3107,0,0,0,0
3130,0,0,0,0
3133,0,0,0,0
3137,6,0,0,0
3138,4,0,0,0
3159,0,0,0,0
3166,0,0,0,0
3171,6,1,0,0
3192,0,0,0,0
3197,0,0,0,0
3201,2,0,0,0
3202,8,2,0,0
3223,0,0,0,0
3230,0,0,0,0
3232,3,0,0,0
3233,2,0,0,0
3255,0,0,0,0
3259,0,0,0,0
3263,3,0,0,0
3264,5,0,0,0
3286,0,0,0,0
3289,0,0,0,0
3293,0,0,0,0
3294,2,0,0,0
3295,3,0,0,0
3311,0,0,0,0
3317,0,0,0,0
3322,0,0,0,0
3327,3,0,0,0
3328,2,0,0,0
3350,0,0,0,0
3357,0,0,0,0
3360,3,0,0,0
3361,5,1,0,0
3376,0,1,0,0
3384,0,0,0,0
3387,0,0,0,0
3391,1,0,0,0
3392,2,0,0,0
3414,0,0,0,0
3418,0,0,0,0
3422,1,0,0,0
3423,4,0,0,0
3446,0,0,0,0
3448,0,0,0,0
3452,3,0,0,0
3453,1,1,0,0
3475,0,0,0,0
3479,0,0,0,0
3482,0,0,0,0
3483,4,0,0,0
3507,0,0,0,0
3509,0,0,0,0
3513,3,0,0,0
3514,4,0,0,0
3538,0,0,0,0
3541,0,0,0,0
3543,4,0,0,0
3544,1,0,0,0
3565,0,0,0,0
3572,0,0,0,0
3574,1,0,0,0
3575,4,0,0,0
3596,0,0,0,0
3604,0,0,0,0
3605,1,0,0,0
3606,4,0,0,0
3628,0,0,0,0
3636,0,0,0,0
3637,3,0,0,0
3638,4,0,0,0
3661,0,0,0,0
3668,4,0,0,0
3690,0,0,0,0
3694,0,0,0,0
3695,6,0,0,0
3696,5,0,0,0
3717,0,0,0,0
3725,0,0,0,0
3730,2,0,0,0
3731,5,0,0,0
3756,0,0,0,0
3757,0,0,0,0
3762,2,0,0,0
3763,0,0,0,0
3786,0,0,0,0
3794,0,0,0,0
3795,3,0,0,0
3796,1,0,0,0
3818,0,0,0,0
3821,0,0,0,0
3825,2,0,0,0
3826,4,0,0,0
3852,0,0,0,0
3855,0,0,0,0
3857,2,0,0,0
3858,5,0,0,0
3881,0,0,0,0
3886,0,0,0,0
3888,3,0,0,0
3889,3,0,0,0
3910,0,0,0,0
3915,0,0,0,0
3919,1,0,0,0
3920,3,0,0,0
3946,0,0,0,0
3950,0,0,0,0
3951,1,0,0,0
3952,5,0,0,0
3973,0,0,0,0
3979,0,0,0,0
3982,4,0,0,0
3983,3,0,0,0
4005,0,0,0,0
4009,0,0,0,0
4014,3,1,0,0
4015,4,0,0,0
4040,0,0,0,0
4043,0,0,0,0
4045,5,0,0,0
4046,4,0,0,0
4067,0,0,0,0
4068,0,0,0,0
4077,3,1,0,0
4078,0,0,1,0
4099,0,0,0,0
4107,4,0,0,0
4108,0,0,0,0
4130,0,0,0,0
4133,0,0,0,0
4138,2,0,0,0
4159,0,0,0,0
4163,0,0,0,0
4167,1,0,0,0
4168,4,0,0,0
4189,0,0,0,0
4190,0,0,0,0
4196,0,0,0,0
4201,1,0,0,0
4202,7,0,0,0
4223,0,0,0,0
4227,0,0,0,0
4231,0,0,0,0
4232,2,0,0,0
4253,0,0,0,0
4263,0,0,0,0
4264,5,0,0,0
4265,3,0,0,0
4281,0,1,0,0
4289,0,0,0,0
4292,0,0,0,0
4294,3,0,0,0
4295,6,0,0,0
4316,0,0,0,0
4319,0,0,0,0
4322,1,0,0,0
4323,5,0,0,0
4352,0,0,0,0
4353,4,0,0,0
4354,3,0,0,0
4377,0,0,0,0
4380,0,0,0,0
4384,1,0,0,0
4385,4,0,0,0
4407,0,0,0,0
4411,0,0,0,0
4415,1,0,0,0
4416,2,1,0,0
4437,0,0,0,0
4441,0,0,0,0
4445,2,0,0,0
4446,4,0,0,0
4467,0,0,0,0
4471,0,0,0,0
4475,1,0,0,0
4476,3,0,0,0
4499,0,0,0,0
4504,0,0,0,0
4506,1,0,0,0
4507,1,1,0,0
4531,0,0,0,0
4534,0,0,0,0
4537,6,0,0,0
4559,0,0,0,0
4562,0,0,0,0
4564,0,0,0,0
4565,0,0,0,0
4566,3,0,0,0
4588,0,0,0,0
4594,0,0,0,0
4595,4,1,0,0
4596,4,0,0,0
4611,0,0,0,0
4618,0,0,0,0
4627,3,0,0,0
4628,6,0,0,0
4654,0,0,0,0
4656,0,0,0,0
4659,2,0,0,0
4660,6,0,0,0
4684,0,0,0,0
4691,0,0,0,0
4692,0,0,0,0
4693,2,1,0,0
4716,0,0,0,0
4720,0,0,0,0
4725,4,0,0,0
4726,1,0,0,0
4749,0,0,0,0
4753,0,0,0,0
4758,2,0,0,0
4759,3,0,0,0
4783,0,0,0,0
4787,0,0,0,0
4789,0,0,0,0
4790,3,0,0,0
4811,0,0,0,0
4818,0,0,0,0
4819,6,0,0,0
4820,4,0,0,0
4841,0,0,0,0
4845,0,0,0,0
4847,5,0,0,0
4848,2,0,0,0
4876,0,0,0,0
4879,0,0,0,0
4880,7,1,0,0
4902,0,0,0,0
4906,0,0,0,0
4910,2,0,0,0
4911,2,0,0,0
4934,0,0,0,0
4937,0,0,0,0
4940,0,0,0,0
4941,4,0,0,0
4963,0,0,0,0
4966,0,0,0,0
4971,5,0,0,0
4991,0,0,0,0
4998,0,0,0,0
4999,2,0,0,0
5000,1,0,0,0
5022,0,0,0,0
5029,0,0,0,0
5032,1,0,0,0
5033,4,0,0,0
5198,0,0,0,0
5202,0,0,0,0
5203,1,0,0,0
5214,2,0,0,0
5229,0,0,0,0
5237,0,0,0,0
5249,3,1,0,0
5261,0,0,0,0
5266,0,0,0,0
5269,3,0,0,0
5280,8,0,0,0
5293,0,0,0,0
5300,3,0,0,0
5311,4,0,0,0
5323,0,0,0,0
5329,0,0,0,0
5331,3,0,0,0
5342,3,0,0,0
5360,0,0,0,0
5363,3,0,0,0
5374,1,1,0,0
5387,0,0,0,0
5390,0,0,0,0
5393,2,0,0,0
5404,2,0,0,0
5418,0,0,0,0
5422,0,0,0,0
5426,1,0,0,0
5437,2,1,0,0
5448,0,0,0,0
5455,0,0,0,0
5460,4,0,0,0
5481,0,0,0,0
5500,4,0,0,0
5515,0,0,0,0
5518,0,0,0,0
5520,1,0,0,0
5532,0,0,0,0
5543,0,0,0,0
5550,0,0,0,0
5552,1,0,0,0
5563,6,0,0,0
5575,0,0,0,0
5578,0,0,0,0
5580,0,0,0,0
5583,3,0,0,0
5594,0,0,0,0
5606,0,0,0,0
5610,0,0,0,0
5612,7,0,0,0
5623,2,0,0,0
5636,0,0,0,0
5644,0,0,0,0
5645,2,0,0,0
5656,1,2,0,0
5671,0,0,0,0
5679,0,0,0,0
5681,4,1,0,0
5692,2,0,0,0
5705,0,0,0,0
5706,0,0,0,0
5710,2,0,0,0
5721,0,0,0,0
5741,0,0,0,0
5743,2,0,0,0
5754,1,0,0,0
5769,0,0,0,0
5774,1,2,0,0
5785,2,0,0,0
5797,0,0,0,0
5803,0,0,0,0
5805,2,0,0,0
5816,1,1,0,0
5829,0,0,0,0
5831,0,0,0,0
5836,2,0,0,0
5847,1,0,0,0
5861,0,0,0,0
5864,0,0,0,0
5868,8,0,0,0
5879,4,0,0,0
5895,0,0,0,0
5897,0,0,0,0
5901,4,0,0,0
5911,7,0,0,0
5922,0,0,0,0
5926,0,0,0,0
5931,1,0,0,0
5956,0,0,0,0
5962,0,0,0,0
5964,5,0,0,0
5975,4,0,0,0
5987,0,0,0,0
5991,0,0,0,0
5994,2,0,0,0
6005,0,0,0,0
6018,0,0,0,0
6024,0,0,0,0
6025,1,0,0,0
6036,4,0,0,0
6050,0,0,0,0
6051,0,0,0,0
6055,4,0,0,0
6066,6,0,0,0
6077,0,0,0,0
6079,0,0,0,0
6082,0,0,0,0
6085,2,0,0,0
6096,2,1,0,0
6114,0,0,0,0
6115,4,0,0,0
6126,2,0,0,0
6137,0,0,0,0
6144,0,0,0,0
6155,5,0,0,0
6169,0,0,0,0
6175,0,0,0,0
6179,2,0,0,0
6190,2,0,1,0
6212,3,0,0,0
6223,3,0,0,0
6235,0,0,0,0
6244,1,0,0,0
6256,4,1,0,0
6271,0,0,0,0
6276,0,0,0,0
6277,1,0,0,0
6287,3,0,0,0
6299,0,0,0,0
6306,0,0,0,0
6312,0,0,0,0
6323,5,0,0,0
6334,0,0,0,0
6340,0,0,0,0
6342,1,0,0,0
6353,1,0,0,0
6363,0,0,0,0
6367,0,0,0,0
6380,4,0,0,0
6400,1,0,0,0
6411,4,0,0,0
6422,0,0,0,0
6431,0,0,0,0
6432,3,0,0,0
6443,1,0,0,0
6455,0,0,0,0
6464,0,0,0,0
6466,1,0,0,0
6490,0,0,0,0
6493,0,0,0,0
6497,3,0,0,0
6507,7,0,0,0
6522,0,0,0,0
6524,0,0,0,0
6527,2,0,0,0
6538,6,0,0,0
6552,0,0,0,0
6553,0,0,0,0
6556,5,0,0,0
6567,3,0,0,0
6579,0,0,0,0
6583,0,0,0,0
6586,3,0,0,0
6597,0,1,0,0
6608,0,0,0,0
6616,2,0,0,0
6627,7,0,0,0
6639,0,0,0,0
6640,0,0,0,0
6645,0,0,0,0
6647,3,0,0,0
6658,1,0,0,0
6670,0,0,0,0
6674,0,0,0,0
6679,1,0,0,0
6690,1,0,0,0
6701,0,0,0,0
6707,0,0,0,0
6709,3,0,0,0
6720,5,0,0,0
6733,0,0,0,0
6737,0,0,0,0
6739,6,0,0,0
6750,3,0,0,0
6763,0,0,0,0
6770,0,0,0,0
6771,4,0,0,0
6793,0,0,0,0
6803,2,0,0,0
6814,4,0,0,0
6826,0,0,0,0
6833,0,0,0,0
6834,3,0,0,0
6845,4,0,0,0
6862,0,0,0,0
6865,4,0,0,0
6876,4,0,0,0
6887,0,0,0,0
6895,0,0,0,0
6896,2,0,0,0
6906,4,0,0,0
6920,0,0,0,0
6924,0,0,0,0
6938,0,0,0,0
6955,0,0,0,0
6957,0,0,0,0
6958,4,1,0,0
6970,1,0,0,0
6981,0,0,0,0
6989,0,0,0,0
6990,1,0,0,0
7001,0,0,0,0
7013,0,0,0,0
7018,0,0,0,0
7019,4,0,0,0
7030,4,0,0,0
7045,0,0,0,0
7049,0,0,0,0
7051,3,0,0,0
7061,1,1,0,0
7074,0,0,0,0
7078,0,0,0,0
7080,3,0,0,0
7104,0,0,0,0
7109,2,0,0,0
7120,4,1,0,0
7131,0,0,0,0
7137,0,0,0,0
7138,0,0,0,0
7139,6,1,0,0
7150,7,0,0,0
7168,0,0,0,0
7172,2,0,0,0
7183,6,0,0,0
7199,0,0,0,0
7203,0,0,0,0
7206,3,0,0,0
7217,8,0,0,0
7229,0,0,0,0
7235,0,0,0,0
7236,3,0,0,0
7247,2,0,0,0
7258,0,0,0,0
7262,0,0,0,0
7266,1,0,0,0
7277,3,0,0,0
7290,0,0,0,0
7295,0,0,0,0
7296,2,0,0,0
7307,5,0,0,0
7320,0,0,0,0
7324,0,0,0,0
7326,4,0,0,0
7337,4,0,0,0
7349,0,0,0,0
7355,0,0,0,0
7357,1,0,0,0
7369,4,0,0,0
7384,0,0,0,0
7389,3,2,0,0
7400,2,0,0,0
7412,0,0,0,0
7416,0,0,0,0
7419,0,1,0,0
7430,1,0,0,0
7444,0,0,0,0
7447,0,0,0,0
7451,5,0,0,0
7462,2,0,0,0
7475,0,0,0,0
7476,0,0,0,0
7488,0,0,0,0
7505,0,0,0,0
7509,2,0,0,0
7520,1,0,0,0
7535,0,0,0,0
7538,1,0,0,0
7549,3,1,0,0
7560,0,0,0,0
7565,0,0,0,0
7568,3,0,0,0
7578,4,0,0,0
7589,0,0,0,0
7594,0,0,0,0
7595,1,0,0,0
7606,4,0,0,0
7617,0,0,0,0
7621,0,0,0,0
7626,5,0,0,0
7636,1,0,0,0
7650,0,0,0,0
7652,0,0,0,0
7653,0,0,0,0
7654,3,0,0,0
7665,1,0,0,0
7681,0,0,0,0
7685,0,0,0,0
7686,1,0,0,0
7697,2,0,0,0
7709,0,0,0,0
7711,0,0,0,0
7713,0,0,0,0
7715,2,0,0,0
7726,6,0,0,0
7740,0,0,0,0
7745,4,0,0,0
7756,2,0,0,0
7770,0,0,0,0
7773,0,0,0,0
7778,2,0,0,0
7789,1,0,0,0
7804,0,0,0,0
7809,4,0,0,0
7833,0,0,0,0
7839,2,0,0,0
7850,7,0,0,0
7861,0,0,0,0
7868,0,0,0,0
7871,4,0,0,0
7882,1,1,0,0
7893,0,0,0,0
7900,0,0,0,0
7903,4,0,0,0
7914,4,0,0,0
7927,0,0,0,0
7930,0,0,0,0
7931,0,0,0,0
7934,3,0,0,0
7945,0,0,0,0
7962,0,0,0,0
7977,2,0,0,0
7990,0,0,0,0
7997,0,0,0,0
7998,1,1,0,0
8009,1,0,0,0
8023,0,0,0,0
8027,0,0,0,0
8030,2,1,0,0
8041,4,0,0,0
8052,0,0,0,0
8059,0,0,0,0
8060,2,0,0,0
8071,1,0,0,0
8083,0,0,0,0
8089,0,0,0,0
8093,2,0,0,0
8104,1,0,0,0
8118,0,0,0,0
8122,1,0,0,0
8133,2,0,0,0
8143,0,0,0,0
8150,0,0,0,0
8152,1,0,0,0
8163,4,0,0,0
8177,0,0,0,0
8182,0,0,0,0
8183,6,0,0,0
8194,0,0,0,0
8205,0,0,0,0
8212,0,0,0,0
8215,2,0,0,0
8226,2,0,0,0
8239,0,0,0,0
8242,0,0,0,0
8244,0,0,0,0
8246,3,0,0,0
8257,2,0,0,0
8272,0,0,0,0
8277,0,0,0,0
8284,0,0,0,0
8295,9,0,0,0
8315,0,0,0,0
8316,2,0,0,0
8341,0,0,0,0
8345,0,0,0,0
8349,2,1,0,0
8360,1,0,0,0
8372,0,0,0,0
8382,0,0,0,0
8383,0,0,0,0
8394,0,0,0,0
8406,0,0,0,0
8410,0,0,0,0
8413,4,0,0,0
8424,0,0,0,0
8438,0,0,0,0
8439,0,0,0,0
8444,2,1,0,0
8455,2,2,0,0
8466,0,0,0,0
8469,0,0,0,0
8473,2,0,0,0
8484,5,0,0,0
8498,0,0,0,0
8502,0,0,0,0
8503,2,0,0,0
8514,3,0,0,0
8526,0,0,0,0
8534,4,0,0,0
8545,4,0,0,0
8559,0,0,0,0
8561,0,0,0,0
8562,2,0,0,0
8573,2,0,0,0
8585,0,0,0,0
8590,0,0,0,0
8593,4,0,0,0
8604,2,0,0,0
8617,0,0,0,0
8618,0,0,0,0
8624,0,0,0,0
8625,4,0,0,0
8636,2,1,0,0
8649,0,0,0,0
8653,0,0,0,0
8655,0,0,0,0
8666,4,0,0,0
8679,0,0,0,0
8685,0,0,0,0
8688,2,0,0,0
8699,2,0,0,0
8712,0,0,0,0
8718,0,0,0,0
8719,0,0,0,0
8741,0,0,0,0
8750,0,0,0,0
8751,1,0,0,0
8763,3,0,0,0
8774,0,0,0,0
8782,0,0,0,0
8783,3,0,0,0
8793,1,0,0,0
8810,0,0,0,0
8814,0,0,0,0
8815,2,0,0,0
8827,5,0,0,0
8842,0,0,0,0
8845,0,0,0,0
8848,2,0,0,0
8859,2,0,0,0
8875,0,0,0,0
8880,1,0,0,0
8891,3,0,0,0
8904,0,0,0,0
8910,8,0,0,0
8921,0,0,0,0
8935,0,0,0,0
8939,6,0,0,0
8950,4,0,0,0
8961,0,0,0,0
8965,0,0,0,0
8967,0,0,0,0
8968,1,0,0,0
8991,0,0,0,0
8995,0,0,0,0
8998,3,0,0,0
9009,3,0,0,0
9023,0,0,0,0
9024,0,0,0,0
9028,2,0,0,0
9039,8,0,0,0
9050,0,0,0,0
9056,0,0,0,0
9059,5,0,0,0
9070,1,1,0,0
9082,0,0,0,0
9087,0,0,0,0
9089,2,0,0,0
9100,4,0,0,0
9114,0,0,0,0
9118,0,0,0,0
9119,5,0,0,0
9131,7,0,0,0
9143,0,0,0,0
9148,0,0,0,0
9152,5,0,0,0
9163,1,0,0,0
9175,0,0,0,0
9192,3,0,0,0
9207,0,0,0,0
9209,0,0,0,0
9213,3,0,0,0
9225,6,0,0,0
9238,0,0,0,0
9244,0,0,0,0
9247,2,0,0,0
9258,4,0,0,0
9274,0,0,0,0
9278,0,0,0,0
9279,4,0,0,0
9290,3,0,0,0
9303,0,0,0,0
9308,0,0,0,0
9310,2,0,0,0
9321,5,0,0,0
9334,0,0,0,0
9338,0,0,0,0
9342,1,0,0,0
9353,1,0,0,0
9365,0,0,0,0
9368,0,0,0,0
9372,1,0,0,0
9383,5,0,0,0
9396,0,0,0,0
9397,0,0,0,0
9401,5,0,0,0
9412,3,0,0,0
9427,0,0,0,0
9433,0,0,0,0
9444,2,0,0,0
9466,3,0,0,0
9477,1,0,0,0
9493,0,0,0,0
9498,4,0,0,0
9509,0,0,0,0
9524,0,0,0,0
9526,0,0,0,0
9530,2,1,0,0
9541,5,0,0,0
9562,0,0,0,0
9563,6,1,0,0
9583,0,0,0,0
9585,0,0,0,0
9591,5,0,0,0
9603,2,0,0,0
9617,0,0,0,0
9622,0,0,0,0
9624,2,0,0,0
9635,1,0,0,0
9650,0,0,0,0
9654,1,0,0,0
9665,4,0,0,0
9678,0,0,0,0
9683,0,0,0,0
9685,0,1,0,0
9707,0,0,0,0
9716,0,0,0,0
9717,0,1,0,0
9728,1,0,0,0
9741,0,0,0,0
9742,0,0,0,0
9748,4,0,0,0
9759,1,0,0,0
9774,0,0,0,0
9781,1,0,0,0
9792,3,0,0,0
9809,0,0,0,0
9812,2,1,0,0
9823,2,2,0,0
9836,0,0,0,0
9840,0,0,0,0
9843,6,0,0,0
9854,2,0,0,0
9867,0,0,0,0
9869,0,0,0,0
9872,2,0,0,0
9883,6,0,0,0
9901,0,0,0,0
9903,4,0,0,0
9914,4,0,0,0
9930,0,0,0,0
9934,0,0,0,0
9935,0,0,0,0
9936,1,0,0,0
9947,4,1,0,0
9960,0,0,0,0
9962,0,0,0,0
9965,3,0,0,0
9976,6,0,0,0
9991,0,0,0,0
9995,2,0,0,0
10006,1,1,0,0
10024,0,0,0,0
10028,2,0,0,0
10051,0,0,0,0
10058,5,0,0,0
10070,3,0,0,0
10083,0,0,0,0
10087,0,0,0,0
10089,5,0,0,0
10100,3,0,0,0
10115,0,0,0,0
10118,0,0,0,0
10121,3,0,0,0
10132,3,0,0,0
10146,0,0,0,0
10147,0,0,0,0
10151,3,0,0,0
10162,3,2,0,0
10175,0,0,0,0
10180,0,0,0,0
10183,3,0,0,0
10194,1,0,0,0
10209,0,0,0,0
10216,0,0,0,0
10217,4,0,0,0
10228,4,0,0,0
10239,0,0,0,0
10241,0,0,0,0
10247,0,0,0,0
10249,3,0,0,0
10261,3,0,0,0
10272,0,0,0,0
10279,4,0,0,0
10290,4,0,0,0
10305,0,0,0,0
10306,0,0,0,0
10322,6,0,0,0
10333,0,0,0,0
10337,0,0,0,0
10341,2,1,0,0
10352,3,0,0,0
10364,0,0,0,0
10371,0,0,0,0
10383,3,0,0,0
10400,0,0,0,0
10404,3,1,0,0
10415,5,0,0,0
10427,0,0,0,0
10433,0,0,0,0
10435,1,0,0,0
10446,1,0,0,0
10467,0,0,0,0
10478,4,0,0,0
10490,0,0,0,0
10494,0,0,0,0
10495,1,0,0,0
10507,5,0,0,0
10519,0,0,0,0
10525,0,0,0,0
10526,1,0,0,0
10536,0,0,0,0
10548,0,0,0,0
10555,0,0,0,0
10557,1,0,0,0
10582,0,0,0,0
10587,0,0,0,0
10588,1,0,0,0
10600,3,0,0,0
10615,0,0,0,0
10623,0,0,0,0
10624,2,0,0,0
10635,1,0,0,0
10649,0,0,0,0
10651,0,0,0,0
