,PlayerID,PlayerTypeID,ClubID,DateStarted
31102,201498,3,10,2021-01-01
31127,314952,3,10,2021-01-01
31164,146866,2,10,2021-01-01
31200,301284,2,10,2021-01-01
31209,329364,2,10,2021-01-01
31235,301523,2,10,2021-01-01
31238,88455,1,10,2021-01-01
31284,211678,2,29,2021-01-01
31288,211678,2,17,2021-01-01
31308,211678,2,10,2021-01-01
31363,287792,2,10,2021-01-01
31371,323247,1,10,2021-01-01
31394,321918,1,10,2021-01-01
31421,183778,3,4,2021-01-01
31427,183778,3,13,2021-01-01
31489,257114,3,9,2021-01-01
31498,257114,3,13,2021-01-01
31558,307210,3,13,2021-01-01
31574,200139,3,21,2021-01-01
31602,200139,3,13,2021-01-01
31631,316344,3,13,2021-01-01
31667,316347,3,13,2021-01-01
31668,319038,3,13,2021-01-01
31715,198531,2,13,2021-01-01
31759,237823,2,13,2021-01-01
31809,308522,2,13,2021-01-01
31822,266021,2,13,2021-01-01
31826,317505,2,13,2021-01-01
31827,177550,1,13,2021-01-01
31839,284834,1,13,2021-01-01
31882,252827,2,13,2021-01-01
31884,103029,3,11,2021-01-01
31913,303469,3,11,2021-01-01
31930,96526,2,11,2021-01-01
31972,156228,2,11,2021-01-01
32013,270611,2,11,2021-01-01
32060,127502,2,11,2021-01-01
32093,285452,3,11,2021-01-01
32099,295339,1,25,2021-01-01
32103,295339,1,11,2021-01-01
32115,199690,3,10,2021-01-01
32145,199690,3,12,2021-01-01
32161,24836,3,12,2021-01-01
32191,288146,2,12,2021-01-01
32196,77653,2,12,2021-01-01
32199,132709,1,12,2021-01-01
32200,213304,1,12,2021-01-01
32243,184081,3,14,2021-01-01
32251,246393,3,14,2021-01-01
32263,66955,2,14,2021-01-01
32266,260554,2,14,2021-01-01
32306,48484,1,14,2021-01-01
32342,287784,1,14,2021-01-01
32391,267611,1,14,2021-01-01
32414,219275,3,17,2021-01-01
32462,280847,3,17,2021-01-01
32469,246392,3,16,2021-01-01
32497,294135,2,16,2021-01-01
32502,287368,2,16,2021-01-01
32516,317465,2,16,2021-01-01
32554,231574,2,16,2021-01-01
32570,250685,1,16,2021-01-01
32596,325410,1,16,2021-01-01
32626,185792,3,19,2021-01-01
32686,334151,3,19,2021-01-01
32695,45702,3,19,2021-01-01
32711,304350,2,19,2021-01-01
32747,276287,1,19,2021-01-01
32772,254450,1,19,2021-01-01
32825,319082,3,18,2021-01-01
32828,252382,2,18,2021-01-01
32856,334199,2,18,2021-01-01
32859,273178,2,18,2021-01-01
32877,304164,2,18,2021-01-01
32933,215818,2,18,2021-01-01
32977,258065,1,18,2021-01-01
33023,307660,1,18,2021-01-01
33056,270302,1,18,2021-01-01
33108,308083,1,18,2021-01-01
33116,252817,1,18,2021-01-01
33128,248276,3,20,2021-01-01
33135,288208,2,20,2021-01-01
33136,316325,3,20,2021-01-01
33162,181558,2,20,2021-01-01
33201,250448,2,20,2021-01-01
33246,291218,2,20,2021-01-01
33311,67518,2,20,2021-01-01
33375,296749,1,27,2021-01-01
33400,296749,1,20,2021-01-01
33408,302234,1,20,2021-01-01
33450,313025,2,21,2021-01-01
33458,203926,1,21,2021-01-01
33511,333746,1,21,2021-01-01
33545,333735,3,22,2021-01-01
33582,302672,3,22,2021-01-01
33622,290715,2,22,2021-01-01
33648,336548,1,22,2021-01-01
33664,303077,1,22,2021-01-01
33676,273399,1,22,2021-01-01
33701,242597,2,22,2021-01-01
33706,147197,3,23,2021-01-01
33739,308481,2,23,2021-01-01
33745,148356,2,23,2021-01-01
33775,308969,2,7,2021-01-01
33777,308969,2,23,2021-01-01
33818,265977,2,23,2021-01-01
33851,202714,1,29,2021-01-01
33862,202714,1,23,2021-01-01
33889,177219,1,23,2021-01-01
33928,333728,2,25,2021-01-01
33960,236882,3,25,2021-01-01
34010,156342,3,25,2021-01-01
34038,298687,3,25,2021-01-01
34041,333752,2,25,2021-01-01
34074,333672,1,25,2021-01-01
34095,300420,1,25,2021-01-01
34119,254383,3,24,2021-01-01
34183,259111,2,24,2021-01-01
34214,303521,3,26,2021-01-01
34275,259925,3,26,2021-01-01
34321,286760,2,26,2021-01-01
34372,199926,2,26,2021-01-01
34423,313069,1,26,2021-01-01
34450,305498,1,26,2021-01-01
34477,334716,3,17,2021-01-01
34497,334716,3,28,2021-01-01
34534,253002,2,28,2021-01-01
34553,104369,2,28,2021-01-01
34567,271816,2,20,2021-01-01
34580,271816,2,28,2021-01-01
34613,319389,2,28,2021-01-01
34659,317468,2,28,2021-01-01
34681,152732,1,8,2021-01-01
34692,152732,1,28,2021-01-01
34720,180956,1,28,2021-01-01
34773,139028,1,28,2021-01-01
34807,298071,1,28,2021-01-01
34847,319427,1,28,2021-01-01
34858,345173,2,29,2021-01-01
34860,340228,3,29,2021-01-01
34880,318352,3,29,2021-01-01
34890,203868,2,29,2021-01-01
34927,202501,2,29,2021-01-01
34978,334361,2,29,2021-01-01
34979,208341,1,29,2021-01-01
34996,164649,2,29,2021-01-01
35024,164649,2,4,2021-01-01
35028,215441,3,1,2021-01-01
35059,255802,2,1,2021-01-01
35076,221128,2,1,2021-01-01
35090,219188,2,1,2021-01-01
35102,304153,2,1,2021-01-01
35118,284636,2,1,2021-01-01
35127,239525,1,1,2021-01-01
35152,303508,1,1,2021-01-01
35199,197351,1,1,2021-01-01
35201,308892,2,1,2021-01-01
35206,237958,3,2,2021-01-01
35228,254438,3,2,2021-01-01
35229,318486,2,2,2021-01-01
35239,26703,2,2,2021-01-01
35240,324044,3,15,2021-01-01
35255,311163,2,15,2021-01-01
35281,308788,2,15,2021-01-01
35300,72478,2,15,2021-01-01
35312,305060,2,15,2021-01-01
35329,305060,2,3,2021-01-01
35357,323130,1,15,2021-01-01
35370,172923,3,6,2021-01-01
35386,316138,3,6,2021-01-01
35391,7567,2,6,2021-01-01
35430,195532,2,6,2021-01-01
35444,319014,2,6,2021-01-01
35471,286759,2,6,2021-01-01
35479,356108,2,6,2021-01-01
35487,84036,2,6,2021-01-01
35494,362678,2,6,2021-01-01
35495,241544,1,6,2021-01-01
35523,307924,1,6,2021-01-01
35525,5289,1,6,2021-01-01
35542,141584,3,3,2021-01-01
35577,310213,3,3,2021-01-01
35596,357792,3,3,2021-01-01
35598,319042,2,3,2021-01-01
35600,259951,2,3,2021-01-01
35630,293671,2,3,2021-01-01
35654,308847,2,3,2021-01-01
35663,304317,1,3,2021-01-01
35678,180719,3,7,2021-01-01
35720,207260,3,7,2021-01-01
35730,280510,3,7,2021-01-01
35771,66579,3,7,2021-01-01
35787,358975,3,7,2021-01-01
35809,282982,2,7,2021-01-01
35815,222453,2,7,2021-01-01
35851,277392,2,7,2021-01-01
35906,271847,2,7,2021-01-01
35908,297098,2,7,2021-01-01
35909,288791,1,7,2021-01-01
35928,296431,2,7,2021-01-01
35930,294874,2,5,2021-01-01
35959,264469,3,5,2021-01-01
35971,186444,3,5,2021-01-01
35991,186444,3,24,2021-01-01
36026,239736,2,5,2021-01-01
36082,359542,2,5,2021-01-01
36113,235817,1,5,2021-01-01
36129,235817,1,12,2021-01-01
36148,235061,1,5,2021-01-01
36170,235061,1,10,2021-01-01
36174,316359,1,5,2021-01-01
36176,316340,1,5,2021-01-01
36178,238488,3,9,2021-01-01
36184,286802,3,9,2021-01-01
36191,138183,3,9,2021-01-01
36198,307475,2,9,2021-01-01
36214,158331,2,9,2021-01-01
36254,183810,2,9,2021-01-01
36273,183810,2,5,2021-01-01
36298,183810,2,15,2021-01-01
36300,185800,1,4,2021-01-01
36301,185800,1,9,2021-01-01
36338,267996,1,9,2021-01-01
36343,315182,3,4,2021-01-01
36358,164756,3,4,2021-01-01
36375,301462,3,4,2021-01-01
36402,336999,3,4,2021-01-01
36411,363194,3,4,2021-01-01
36420,294215,3,4,2021-01-01
36433,172457,2,4,2021-01-01
36451,356926,2,4,2021-01-01
36469,353751,2,4,2021-01-01
36473,362895,2,4,2021-01-01
36483,260212,1,4,2021-01-01
36494,365045,1,4,2021-01-01
36495,314829,3,8,2021-01-01
36507,316366,3,8,2021-01-01
36512,357107,3,8,2021-01-01
36530,293833,3,8,2021-01-01
36543,356357,3,8,2021-01-01
36564,148614,2,8,2021-01-01
36574,252901,2,8,2021-01-01
36589,252901,2,5,2021-01-01
36601,307221,1,8,2021-01-01
36621,302591,2,8,2021-01-01
36632,197354,1,8,2021-01-01
36639,249728,3,10,2021-01-01
36650,249728,3,23,2021-01-01
36669,331605,3,10,2021-01-01
36672,75703,3,10,2021-01-01
36690,75703,3,16,2021-01-01
36696,218058,3,10,2021-01-01
36719,270560,2,10,2021-01-01
36736,255910,2,10,2021-01-01
36767,294075,2,10,2021-01-01
36770,287464,2,10,2021-01-01
36785,287444,1,10,2021-01-01
36810,358595,3,13,2021-01-01
36830,121021,3,13,2021-01-01
36842,316269,3,13,2021-01-01
36849,151788,3,13,2021-01-01
36878,242613,3,13,2021-01-01
36898,364401,3,13,2021-01-01
36902,359239,3,13,2021-01-01
36906,144821,2,13,2021-01-01
36929,121893,2,13,2021-01-01
36947,192278,2,13,2021-01-01
36959,298592,2,13,2021-01-01
36969,313043,2,13,2021-01-01
36989,356358,2,13,2021-01-01
37013,229289,2,13,2021-01-01
37034,363215,2,13,2021-01-01
37048,45843,1,13,2021-01-01
37057,207232,1,13,2021-01-01
37082,319034,1,13,2021-01-01
37083,286781,1,13,2021-01-01
37098,16700,1,13,2021-01-01
37099,297050,3,11,2021-01-01
37127,105803,3,11,2021-01-01
37148,287252,3,11,2021-01-01
37167,89175,2,11,2021-01-01
37168,179237,1,17,2021-01-01
37172,179237,1,11,2021-01-01
37201,293674,1,11,2021-01-01
37218,228380,2,12,2021-01-01
37249,218252,3,12,2021-01-01
37272,260440,3,12,2021-01-01
37284,364684,3,12,2021-01-01
37285,286719,3,12,2021-01-01
37299,231192,2,12,2021-01-01
37329,273790,2,12,2021-01-01
37360,287841,2,12,2021-01-01
37389,318882,2,12,2021-01-01
37391,275716,2,12,2021-01-01
37393,240553,1,12,2021-01-01
37440,319496,1,12,2021-01-01
37456,124439,1,12,2021-01-01
37472,340613,1,12,2021-01-01
37491,318918,1,12,2021-01-01
37492,69318,2,12,2021-01-01
37512,337030,3,14,2021-01-01
37528,233976,3,14,2021-01-01
37565,306874,3,14,2021-01-01
37572,311157,3,14,2021-01-01
37575,318912,3,14,2021-01-01
37576,361006,2,14,2021-01-01
37579,297256,1,14,2021-01-01
37597,127520,1,14,2021-01-01
37617,283264,3,17,2021-01-01
37629,227627,1,17,2021-01-01
37640,249699,2,16,2021-01-01
37655,326775,2,16,2021-01-01
37669,261168,1,16,2021-01-01
37686,357053,1,16,2021-01-01
37699,155529,1,16,2021-01-01
37724,155529,1,23,2021-01-01
37745,227931,3,19,2021-01-01
37775,255259,3,19,2021-01-01
37793,328239,3,19,2021-01-01
37796,293702,2,19,2021-01-01
37810,321979,3,19,2021-01-01
37840,258855,2,19,2021-01-01
37899,271844,2,19,2021-01-01
37918,315381,1,19,2021-01-01
37936,335238,1,19,2021-01-01
37942,310827,1,19,2021-01-01
37954,289300,1,10,2021-01-01
37958,289300,1,19,2021-01-01
37975,358682,2,19,2021-01-01
37977,303894,2,18,2021-01-01
37988,333700,2,18,2021-01-01
37998,342198,3,18,2021-01-01
38005,158185,3,18,2021-01-01
38006,280811,2,18,2021-01-01
38032,362458,2,18,2021-01-01
38034,362442,2,18,2021-01-01
38047,297831,2,18,2021-01-01
38048,341740,1,18,2021-01-01
38054,228431,1,18,2021-01-01
38069,288041,1,18,2021-01-01
38077,203974,3,20,2021-01-01
38115,309264,3,20,2021-01-01
38129,233401,2,20,2021-01-01
38150,325936,2,20,2021-01-01
38157,285939,2,20,2021-01-01
38181,313285,1,20,2021-01-01
38184,355365,2,20,2021-01-01
38187,309410,1,20,2021-01-01
38197,294071,1,20,2021-01-01
38223,288430,1,20,2021-01-01
38232,275160,1,20,2021-01-01
38249,351372,3,21,2021-01-01
38255,274002,2,21,2021-01-01
38282,313068,1,21,2021-01-01
38294,168478,3,22,2021-01-01
38309,362522,3,22,2021-01-01
38310,324966,3,22,2021-01-01
38312,86436,2,22,2021-01-01
38345,287449,2,22,2021-01-01
38347,362114,2,23,2021-01-01
38349,362114,2,22,2021-01-01
38365,172680,1,22,2021-01-01
38383,315294,1,22,2021-01-01
38395,270238,3,23,2021-01-01
38430,330924,2,23,2021-01-01
38454,82716,2,23,2021-01-01
38470,296109,2,23,2021-01-01
38501,252540,2,23,2021-01-01
38505,288982,2,14,2021-01-01
38509,288982,2,23,2021-01-01
38515,288982,2,9,2021-01-01
38541,319083,2,23,2021-01-01
38542,286797,1,23,2021-01-01
38546,308961,1,23,2021-01-01
38554,374519,1,23,2021-01-01
38558,281494,3,25,2021-01-01
38583,187236,3,25,2021-01-01
38613,199963,2,25,2021-01-01
38645,357010,2,25,2021-01-01
38650,254386,2,25,2021-01-01
38670,254386,2,29,2021-01-01
38701,310964,1,25,2021-01-01
38709,318518,2,24,2021-01-01
38711,294862,3,24,2021-01-01
38712,318520,3,24,2021-01-01
38725,296134,2,24,2021-01-01
38737,254382,1,24,2021-01-01
38748,254382,1,28,2021-01-01
38749,195675,3,26,2021-01-01
38784,196978,3,26,2021-01-01
38805,294201,3,26,2021-01-01
38821,207894,2,26,2021-01-01
38851,294654,2,26,2021-01-01
38860,362459,1,26,2021-01-01
38875,67671,3,27,2021-01-01
38889,233046,3,27,2021-01-01
38918,319055,3,27,2021-01-01
38951,286944,2,27,2021-01-01
38975,289938,2,27,2021-01-01
38997,189505,2,27,2021-01-01
39025,338135,2,27,2021-01-01
39045,261518,2,27,2021-01-01
39077,272154,2,27,2021-01-01
39095,338133,2,27,2021-01-01
39109,316480,2,27,2021-01-01
39110,150409,1,27,2021-01-01
39131,318956,1,27,2021-01-01
39148,318956,1,24,2021-01-01
39154,356979,1,27,2021-01-01
39160,227734,3,28,2021-01-01
39189,298072,3,28,2021-01-01
39225,252562,3,28,2021-01-01
39256,340123,3,28,2021-01-01
39261,317467,2,28,2021-01-01
39263,359272,2,28,2021-01-01
39283,359270,2,28,2021-01-01
39286,348318,1,28,2021-01-01
39297,275798,1,28,2021-01-01
39305,297108,2,28,2021-01-01
39306,212226,2,28,2021-01-01
39308,286523,3,29,2021-01-01
39341,193452,3,29,2021-01-01
39346,288980,3,29,2021-01-01
39361,116662,2,29,2021-01-01
39364,277302,2,29,2021-01-01
39376,340229,2,29,2021-01-01
39378,288145,2,29,2021-01-01
39379,327126,1,29,2021-01-01
39389,188454,3,1,2021-01-01
39392,304154,3,1,2021-01-01
39395,138636,3,1,2021-01-01
39396,288479,2,1,2021-01-01
39403,304696,3,2,2021-01-01
39407,192547,3,2,2021-01-01
39409,381490,1,2,2021-01-01
39412,292011,3,15,2021-01-01
39418,275859,2,15,2021-01-01
39420,263095,1,15,2021-01-01
39427,318153,3,6,2021-01-01
39435,308773,3,6,2021-01-01
39436,322064,2,6,2021-01-01
39442,282755,2,6,2021-01-01
39448,312976,1,6,2021-01-01
39451,355456,1,6,2021-01-01
39453,331314,1,6,2021-01-01
39459,238412,3,3,2021-01-01
39466,271427,3,3,2021-01-01
39475,235511,1,3,2021-01-01
39484,260912,3,7,2021-01-01
39501,380895,3,7,2021-01-01
39507,287471,2,7,2021-01-01
39510,380600,1,7,2021-01-01
39514,380601,1,7,2021-01-01
39515,362812,2,5,2021-01-01
39519,381406,2,5,2021-01-01
39523,382613,2,5,2021-01-01
39524,285203,1,5,2021-01-01
39529,320300,3,9,2021-01-01
39535,273974,3,9,2021-01-01
39541,290805,3,9,2021-01-01
39543,380712,1,9,2021-01-01
39546,279180,2,4,2021-01-01
39555,276305,1,4,2021-01-01
39562,297142,2,8,2021-01-01
39566,297177,2,8,2021-01-01
39569,324809,1,8,2021-01-01
39572,277128,1,8,2021-01-01
39579,348870,1,8,2021-01-01
39581,378655,1,8,2021-01-01
39582,380677,3,10,2021-01-01
39588,302996,3,10,2021-01-01
39589,380793,2,10,2021-01-01
39595,362345,2,10,2021-01-01
39596,380678,1,10,2021-01-01
39597,183316,3,13,2021-01-01
39603,329025,3,13,2021-01-01
39604,282589,3,13,2021-01-01
39607,318181,2,13,2021-01-01
39609,265897,2,13,2021-01-01
39610,125088,1,13,2021-01-01
39618,311088,1,13,2021-01-01
39620,238050,3,11,2021-01-01
39628,295005,1,11,2021-01-01
39633,256843,1,11,2021-01-01
39642,127512,3,12,2021-01-01
39644,127512,3,19,2021-01-01
39716,136124,3,12,2021-01-01
39721,381072,3,12,2021-01-01
39723,241473,2,12,2021-01-01
39757,380872,2,12,2021-01-01
39759,312610,1,12,2021-01-01
39764,115713,1,12,2021-01-01
39765,382636,1,12,2021-01-01
39767,296240,3,14,2021-01-01
39768,337922,3,14,2021-01-01
39769,377079,3,14,2021-01-01
39772,334038,3,14,2021-01-01
39779,325359,2,14,2021-01-01
39783,294039,1,14,2021-01-01
39786,279779,1,14,2021-01-01
39787,296239,3,19,2021-01-01
39788,296239,3,9,2021-01-01
39789,296239,3,20,2021-01-01
39806,270669,3,19,2021-01-01
39813,366218,3,19,2021-01-01
39814,358681,2,19,2021-01-01
39815,381209,2,19,2021-01-01
39816,352320,1,19,2021-01-01
39817,250852,1,19,2021-01-01
39826,337149,1,19,2021-01-01
39831,379908,1,19,2021-01-01
39836,303608,3,18,2021-01-01
39842,328351,3,18,2021-01-01
39844,148641,2,18,2021-01-01
39851,336755,1,18,2021-01-01
39856,304159,1,18,2021-01-01
39861,380923,1,18,2021-01-01
39864,311532,3,20,2021-01-01
39870,309258,2,20,2021-01-01
39875,151510,1,20,2021-01-01
39880,343960,2,21,2021-01-01
39881,379938,1,21,2021-01-01
39887,129395,1,22,2021-01-01
39893,294874,3,5,2021-01-01
39922,316331,3,23,2021-01-01
39923,384049,3,23,2021-01-01
39924,243168,3,23,2021-01-01
39929,350481,2,23,2021-01-01
39932,153613,2,23,2021-01-01
39938,337066,1,23,2021-01-01
39940,380800,3,25,2021-01-01
39943,250920,3,25,2021-01-01
39947,223355,3,25,2021-01-01
39952,382638,2,25,2021-01-01
39954,207638,1,25,2021-01-01
39959,280721,1,24,2021-01-01
39960,378656,1,26,2021-01-01
39964,252749,3,27,2021-01-01
39973,324186,3,27,2021-01-01
39974,291551,3,27,2021-01-01
39979,308772,2,27,2021-01-01
39983,140531,3,28,2021-01-01
39991,337361,3,28,2021-01-01
39996,279758,2,28,2021-01-01
40002,217254,2,28,2021-01-01
40009,371481,2,28,2021-01-01
40011,329273,1,28,2021-01-01
40015,343994,3,29,2021-01-01
40019,238109,3,29,2021-01-01
40024,362613,2,29,2021-01-01
40025,56935,4,1,2021-01-01
40096,297047,4,1,2021-01-01
40122,183780,4,2,2021-01-01
40230,233049,4,10,2021-01-01
40269,233049,4,2,2021-01-01
40336,252607,4,15,2021-01-01
40404,253495,4,15,2021-01-01
40418,253495,4,22,2021-01-01
40421,303555,4,15,2021-01-01
40463,257619,4,22,2021-01-01
40471,257619,4,15,2021-01-01
40560,286774,4,3,2021-01-01
40626,240785,4,3,2021-01-01
40695,240785,4,24,2021-01-01
40723,303693,4,3,2021-01-01
40774,184300,4,14,2021-01-01
40813,184300,4,7,2021-01-01
40879,174703,4,25,2021-01-01
40888,174703,4,7,2021-01-01
40978,127444,4,5,2021-01-01
41046,171562,4,5,2021-01-01
41153,217514,4,9,2021-01-01
41196,217514,4,28,2021-01-01
41263,146406,4,9,2021-01-01
41295,184960,4,4,2021-01-01
41354,184960,4,1,2021-01-01
41379,127053,4,4,2021-01-01
41424,156197,4,8,2021-01-01
41530,16151,4,10,2021-01-01
41605,16151,4,22,2021-01-01
41632,5926,4,10,2021-01-01
41697,150070,4,13,2021-01-01
41753,245083,4,13,2021-01-01
41836,159382,4,22,2021-01-01
41842,159382,4,12,2021-01-01
41888,159382,4,29,2021-01-01
41915,184786,4,28,2021-01-01
41943,184786,4,12,2021-01-01
41977,217162,4,11,2021-01-01
41986,217162,4,12,2021-01-01
42055,217162,4,13,2021-01-01
42086,219661,4,9,2021-01-01
42114,219661,4,14,2021-01-01
42178,256401,4,14,2021-01-01
42213,256401,4,5,2021-01-01
42215,231059,4,14,2021-01-01
42316,302906,4,14,2021-01-01
42327,156217,4,17,2021-01-01
42435,216999,4,16,2021-01-01
42513,141316,4,28,2021-01-01
42539,141316,4,19,2021-01-01
42604,256444,4,19,2021-01-01
42715,215961,4,18,2021-01-01
42824,171660,4,18,2021-01-01
42927,318476,4,18,2021-01-01
42938,150334,4,20,2021-01-01
43032,231193,4,20,2021-01-01
43120,220389,4,20,2021-01-01
43142,252974,4,19,2021-01-01
43186,252974,4,21,2021-01-01
43243,172051,4,29,2021-01-01
43244,172051,4,21,2021-01-01
43299,186943,4,21,2021-01-01
43393,277661,4,22,2021-01-01
43422,237259,4,22,2021-01-01
43507,157111,4,23,2021-01-01
43609,242928,4,25,2021-01-01
43708,254233,4,2,2021-01-01
43736,254233,4,25,2021-01-01
43770,286424,4,6,2021-01-01
43794,286424,4,12,2021-01-01
43819,131979,4,24,2021-01-01
43903,249729,4,2,2021-01-01
43912,249729,4,24,2021-01-01
44010,272505,4,26,2021-01-01
44106,159476,4,26,2021-01-01
44154,146468,4,26,2021-01-01
44229,220434,4,28,2021-01-01
44250,220434,4,12,2021-01-01
44251,220434,4,20,2021-01-01
44253,220434,4,21,2021-01-01
44254,262728,4,29,2021-01-01
44325,164649,4,29,2021-01-01
44353,164649,4,4,2021-01-01
44357,195301,4,1,2021-01-01
44374,297379,4,2,2021-01-01
44383,221408,4,6,2021-01-01
44449,255097,4,6,2021-01-01
44506,256614,4,5,2021-01-01
44507,136944,4,9,2021-01-01
44525,290347,4,9,2021-01-01
44548,315972,4,4,2021-01-01
44617,316369,4,8,2021-01-01
44620,238919,4,8,2021-01-01
44692,336586,4,10,2021-01-01
44698,265874,4,13,2021-01-01
44731,246389,4,17,2021-01-01
44793,249746,4,18,2021-01-01
44794,249746,4,17,2021-01-01
44802,273249,4,16,2021-01-01
44816,289824,4,16,2021-01-01
44865,316317,4,20,2021-01-01
44869,6746,4,6,2021-01-01
44878,6746,4,22,2021-01-01
44939,218207,4,23,2021-01-01
44981,303277,4,25,2021-01-01
44995,280839,4,24,2021-01-01
44996,305783,4,29,2021-01-01
45037,85074,4,1,2021-01-01
45071,85074,4,28,2021-01-01
45126,313969,4,3,2021-01-01
45134,238233,4,7,2021-01-01
45163,275080,4,5,2021-01-01
45203,242975,4,4,2021-01-01
45215,322058,4,11,2021-01-01
45240,71067,4,12,2021-01-01
45246,228348,4,12,2021-01-01
45259,296166,4,17,2021-01-01
45262,157206,4,16,2021-01-01
45263,361005,4,16,2021-01-01
45266,296946,4,21,2021-01-01
45276,304625,4,23,2021-01-01
45312,243832,4,25,2021-01-01
45343,271850,4,24,2021-01-01
45347,175906,4,27,2021-01-01
45390,178054,4,27,2021-01-01
45432,178054,4,4,2021-01-01
45435,294040,4,28,2021-01-01
45458,272338,4,29,2021-01-01
45500,254291,4,1,2021-01-01
45508,360855,4,7,2021-01-01
45517,219276,4,7,2021-01-01
45526,224640,4,5,2021-01-01
45529,382614,4,5,2021-01-01
45530,331104,4,9,2021-01-01
45531,295521,4,13,2021-01-01
45532,43372,4,12,2021-01-01
45541,243410,4,16,2021-01-01
45548,316463,4,21,2021-01-01
45553,365853,4,21,2021-01-01
45556,254340,4,22,2021-01-01
45558,268173,4,24,2021-01-01
45580,288874,4,27,2021-01-01
