MatchClubPlayerID,PlayerTypeID,Goals,Assists,Fouls,Offsides,Shots,ShotsOnTarget,YellowCards,RedCards
550,1,1,0,1,1,2,2,0,0
551,3,0,0,0,0,0,0,0,0
552,3,0,0,0,0,0,0,0,0
554,2,0,0,0,0,0,0,0,0
555,1,0,0,0,0,0,0,0,0
556,2,0,0,0,0,0,0,0,0
558,3,0,0,0,0,0,0,0,0
559,3,0,0,0,0,0,0,0,0
560,3,0,0,0,0,0,0,0,0
562,2,0,0,1,0,0,0,0,0
563,3,0,0,0,0,1,0,0,0
564,3,0,0,1,1,1,0,0,0
565,3,0,0,1,0,0,0,1,0
566,2,0,0,1,0,1,0,0,0
567,2,0,0,1,0,1,0,0,0
568,2,0,0,0,0,0,0,0,0
569,1,0,1,0,0,0,0,0,0
570,1,1,0,0,0,4,2,0,0
571,1,1,0,0,0,2,1,1,0
573,3,0,0,3,0,0,0,1,1
574,3,0,0,1,0,0,0,0,0
575,3,0,0,1,0,1,0,0,0
576,2,0,0,0,0,0,0,0,0
577,2,0,0,2,1,0,0,1,0
578,2,0,0,3,0,2,2,0,0
579,3,0,0,0,0,0,0,0,0
580,1,0,0,1,0,1,1,0,0
581,2,0,0,0,0,0,0,1,0
582,1,0,0,2,0,0,0,0,0
583,1,0,0,0,0,0,0,0,0
585,2,0,0,0,0,0,0,0,0
586,2,0,0,0,0,0,0,0,0
587,3,0,0,0,0,0,0,0,0
588,2,0,0,0,0,0,0,0,0
589,2,0,0,0,0,0,0,0,0
591,1,0,0,0,0,0,0,0,0
592,1,0,0,0,0,0,0,0,0
594,3,0,0,3,2,2,1,0,0
595,3,0,0,1,1,1,0,1,0
596,3,0,0,3,0,1,0,0,0
597,2,0,0,3,0,0,0,1,0
598,2,0,1,1,0,0,0,1,0
599,1,0,0,1,0,1,0,1,0
600,3,0,0,1,0,3,2,1,0
601,1,1,1,6,0,4,2,1,0
602,1,0,0,0,0,1,0,0,0
603,2,0,0,0,1,2,0,0,0
605,3,0,0,0,0,0,0,0,0
606,3,1,0,0,0,2,1,1,0
607,3,0,0,0,1,0,0,0,0
608,2,1,0,1,0,1,1,0,0
609,2,0,0,1,0,1,0,0,0
610,2,0,0,2,0,0,0,1,0
611,2,0,0,3,0,0,0,0,0
612,1,0,0,2,1,2,0,0,0
613,2,0,1,3,0,1,0,0,0
614,2,0,0,0,0,1,0,0,0
615,3,0,0,0,0,0,0,0,0
617,3,0,0,0,0,0,0,0,0
618,2,0,0,0,0,0,0,0,0
619,2,0,0,0,0,0,0,0,0
621,3,0,0,0,0,0,0,0,0
622,1,0,0,0,0,0,0,0,0
624,3,0,0,1,0,0,0,0,0
625,3,0,0,1,0,0,0,0,0
626,1,0,0,0,0,0,0,0,0
627,3,0,0,0,0,0,0,0,0
628,1,0,0,1,2,3,0,0,0
629,2,0,0,3,0,0,0,0,0
630,2,0,0,3,0,2,1,1,0
631,1,0,0,3,0,2,0,0,0
632,1,1,0,3,0,3,2,0,0
633,1,0,0,0,0,3,1,0,0
635,3,0,0,2,2,0,0,0,0
636,3,0,0,2,0,0,0,1,0
637,3,0,0,0,0,0,0,0,0
638,3,0,0,1,0,0,0,0,0
639,2,0,0,0,1,1,1,0,0
640,2,0,0,3,0,0,0,1,0
641,2,0,0,0,0,0,0,0,0
642,1,0,0,2,0,2,2,0,0
643,1,0,0,2,0,5,2,1,0
644,2,0,0,0,0,0,0,0,0
645,3,0,0,0,0,0,0,0,0
646,2,0,0,0,0,0,0,0,0
647,2,0,0,0,0,0,0,0,0
649,3,0,0,0,0,0,0,0,0
650,2,0,0,0,0,0,0,0,0
652,1,0,0,0,0,0,0,0,0
653,2,0,0,0,0,0,0,0,0
654,2,0,0,0,0,0,0,0,0
656,3,0,0,0,0,1,0,0,0
657,3,0,0,1,0,0,0,0,1
658,3,0,0,0,0,0,0,0,0
659,3,0,0,0,1,2,0,0,0
660,2,0,0,0,0,0,0,0,0
661,2,0,0,2,0,2,1,0,0
662,2,0,0,0,0,4,0,0,0
663,2,0,0,2,0,1,1,0,0
664,1,0,0,0,0,1,0,0,0
665,2,0,0,0,0,5,1,0,0
667,3,0,0,1,1,0,0,1,0
668,3,0,0,0,0,0,0,0,0
669,3,0,0,1,1,0,0,0,0
670,3,0,0,1,0,0,0,0,0
671,2,0,0,0,1,1,0,0,0
672,1,0,0,1,0,1,0,0,0
673,2,0,0,1,0,0,0,1,0
674,1,0,0,0,0,1,0,0,0
675,1,0,0,0,0,0,0,0,0
676,2,0,0,1,0,3,1,0,0
678,1,0,0,0,0,0,0,0,0
679,1,0,0,0,0,0,0,0,0
680,1,0,0,0,0,0,0,0,0
682,1,0,0,0,0,0,0,0,0
683,2,0,0,0,0,0,0,0,0
684,3,0,0,0,0,0,0,0,0
687,3,0,0,0,0,2,0,0,0
688,3,0,0,0,0,0,0,0,0
689,3,0,0,1,0,0,0,0,0
690,2,0,0,1,0,0,0,0,0
691,2,0,0,0,1,0,0,0,0
692,1,0,0,2,0,3,0,1,0
693,1,0,0,2,0,1,0,1,0
694,1,0,0,2,0,2,1,0,0
695,1,0,0,0,0,3,1,0,0
696,2,0,0,2,0,1,0,0,0
698,3,0,0,1,0,1,0,0,0
699,3,0,0,1,0,0,0,0,0
700,3,0,0,2,0,1,0,0,0
701,3,0,0,1,0,1,0,0,0
702,2,0,0,0,0,1,0,0,0
703,2,0,0,1,0,0,0,0,0
704,2,0,0,2,0,0,0,0,0
705,1,0,0,1,0,1,1,0,0
706,1,0,0,1,0,2,1,0,0
707,2,0,0,0,0,1,0,0,0
708,3,0,0,0,0,0,0,0,0
710,3,0,0,0,0,0,0,0,0
711,1,0,0,0,0,0,0,0,0
712,2,0,0,0,0,0,0,0,0
713,3,0,0,0,0,0,0,0,0
714,2,0,0,0,0,0,0,0,0
715,3,0,0,0,0,0,0,0,0
716,2,0,0,0,0,0,0,0,0
717,3,0,0,0,0,0,0,0,0
720,3,0,0,0,0,0,0,0,0
722,3,0,0,1,0,0,0,0,0
723,3,0,0,1,0,1,0,1,0
724,3,0,0,1,0,0,0,0,0
725,3,0,0,0,0,0,0,0,0
726,2,0,1,1,0,3,0,0,0
727,2,0,0,1,0,4,1,0,0
728,2,0,0,1,0,1,1,0,0
729,1,0,0,0,0,3,1,0,0
730,1,0,0,2,0,0,0,0,0
731,1,0,0,0,0,4,0,0,0
733,3,0,0,1,0,0,0,0,0
734,3,0,0,0,0,0,0,0,0
735,3,0,0,2,0,0,0,1,0
736,2,0,0,1,0,0,0,0,0
737,2,0,2,0,1,0,0,0,0
738,2,0,0,0,0,1,0,0,0
739,2,0,0,1,1,0,0,1,0
740,2,1,0,3,0,2,2,1,0
741,1,0,0,1,0,1,0,0,0
742,2,0,0,0,0,1,0,0,0
743,2,0,0,0,0,0,0,0,0
744,3,0,0,0,0,0,0,0,0
745,2,0,0,0,0,0,0,0,0
747,3,0,0,0,0,0,0,0,0
748,1,0,0,0,0,0,0,0,0
749,2,0,0,0,0,0,0,0,0
750,2,0,0,0,0,0,0,0,0
751,3,0,0,0,0,0,0,0,0
754,3,0,0,0,0,0,0,0,0
755,3,0,0,2,0,0,0,0,0
756,3,0,1,0,0,0,0,0,0
757,2,0,0,2,0,1,0,1,0
758,1,0,0,1,0,0,0,0,0
759,2,0,0,3,0,0,0,1,0
760,2,0,0,0,0,1,0,0,0
761,1,0,0,2,0,4,1,0,0
762,1,0,0,1,0,0,0,0,0
763,2,2,0,1,1,2,2,0,0
765,3,0,0,2,1,0,0,0,0
766,3,0,0,1,0,0,0,1,0
767,3,0,0,1,0,0,0,0,0
768,3,0,0,2,0,0,0,0,0
769,2,0,0,1,0,0,0,0,0
770,2,0,1,1,0,0,0,0,0
771,2,0,0,0,0,0,0,0,0
772,1,1,0,0,0,2,2,0,0
773,2,1,1,1,0,2,1,1,0
774,1,1,1,0,0,4,2,0,0
775,3,0,0,0,0,0,0,0,0
776,3,0,0,0,0,0,0,0,0
777,3,0,0,0,0,0,0,0,0
778,3,0,0,0,0,0,0,0,0
780,1,0,0,0,0,0,0,0,0
781,1,0,0,0,0,0,0,0,0
782,2,0,0,0,0,0,0,0,0
783,1,0,0,0,0,0,0,0,0
785,3,0,0,0,0,0,0,0,0
786,3,0,0,0,0,0,0,0,0
787,1,0,0,0,0,0,0,0,0
789,3,0,0,3,0,1,0,1,0
790,3,0,0,0,0,0,0,0,0
791,3,0,0,6,1,0,0,1,0
792,3,0,0,0,1,0,0,0,0
793,2,0,0,2,0,0,0,1,0
794,2,0,0,1,0,1,0,1,0
795,2,0,0,1,0,1,1,1,0
796,1,0,0,5,0,6,4,1,0
797,2,0,0,0,0,1,0,0,0
798,2,0,0,2,0,3,1,0,0
800,3,0,0,0,0,0,0,0,0
801,3,0,0,0,0,0,0,0,0
803,3,0,0,1,0,0,0,1,0
804,2,0,0,1,0,1,1,0,0
805,2,0,0,2,0,0,0,0,0
806,3,0,0,0,0,2,2,0,0
807,2,0,0,1,0,3,0,1,0
808,1,0,0,1,0,2,1,0,0
809,2,0,0,1,0,0,0,0,0
810,2,0,0,2,1,0,0,1,0
